,number_of_episodes,weight_history,noise_history,number_of_steps,perf_tracker
1064,1065,"[[1.67037445 0.47051989]
 [1.47674026 1.27218111]
 [1.76749114 0.66655047]
 [0.92488311 1.36338868]]",2.0,7016,32.0
1065,1066,"[[0.1759564  1.04020944]
 [0.60211387 1.26072555]
 [1.01883763 0.27975   ]
 [1.02608051 0.52077963]]",2.0,7025,36.0
1066,1067,"[[1.01530837 1.75122286]
 [1.70881156 1.39876936]
 [0.25156093 1.28800891]
 [1.46184573 1.95526792]]",2.0,7027,42.0
1067,1068,"[[0.255303   1.16345462]
 [1.94338688 0.4191504 ]
 [1.51199839 1.13168183]
 [0.04618978 1.0560238 ]]",2.0,7029,46.0
1068,1069,"[[0.73187303 0.05240731]
 [0.87880228 1.47717171]
 [0.1019788  0.53254676]
 [0.5432845  0.64644308]]",2.0,7043,30.0
1069,1070,"[[0.78964045 0.87861554]
 [0.25180871 0.36225869]
 [0.93097937 1.28204387]
 [1.4397067  0.55035938]]",2.0,7053,26.0
1070,1071,"[[1.2415609  0.46849417]
 [0.06238173 1.53204142]
 [0.96374442 0.69254407]
 [1.64247782 0.27875037]]",2.0,7053,24.0
1071,1072,"[[1.55512517 1.54622556]
 [1.87849035 1.26024053]
 [0.45321309 1.51412529]
 [0.49134336 0.82362066]]",2.0,7053,10.0
1072,1073,"[[0.96642737 1.70457145]
 [1.34506895 0.93028911]
 [1.89697144 1.20217763]
 [0.33940065 1.72506794]]",2.0,7055,30.0
1073,1074,"[[2.0038111  0.98567236]
 [0.13710798 1.20391471]
 [1.31465323 0.3739469 ]
 [1.34716094 1.67823804]]",2.0,7055,39.0
1074,1075,"[[0.82221037 1.53339232]
 [0.32678602 0.17748145]
 [0.29251652 1.69318963]
 [1.35917576 1.14515556]]",2.0,7057,67.0
1075,1076,"[[0.14004534 1.44537751]
 [1.35924538 0.41269296]
 [0.60012469 1.9424406 ]
 [1.30996769 1.44396409]]",2.0,7065,12.0
1076,1077,"[[1.73336317 0.2969592 ]
 [0.47011146 0.79640328]
 [0.47934641 0.25098815]
 [1.08497535 1.51937305]]",2.0,7065,12.0
1077,1078,"[[1.31928673 1.27087267]
 [1.94704418 0.55302666]
 [1.47273926 1.05964553]
 [0.56162061 1.64796661]]",2.0,7065,12.0
1078,1079,"[[0.7281863  1.79922123]
 [1.51749025 0.55811902]
 [0.97231799 0.88822494]
 [1.07521016 1.1609316 ]]",2.0,7065,10.0
1079,1080,"[[1.2373342  1.13514283]
 [1.58016578 1.35955945]
 [0.84613734 1.75946594]
 [0.5781533  0.14006508]]",2.0,7066,11.0
1080,1081,"[[1.18441566 1.21265762]
 [1.43311944 0.3457685 ]
 [1.81717545 0.84419095]
 [1.47843478 0.18417009]]",2.0,7067,10.0
1081,1082,"[[0.61175576 0.65861403]
 [1.72758441 0.9987194 ]
 [0.54394762 0.18399164]
 [0.60726764 0.14937312]]",2.0,7073,8.0
1082,1083,"[[1.76162231 1.26275141]
 [0.54145307 0.69231905]
 [1.0796501  0.95340868]
 [1.31054297 0.43118218]]",2.0,7074,9.0
1083,1084,"[[1.3537543  1.67469376]
 [1.5989472  1.17003101]
 [1.17074483 0.28039838]
 [1.60524491 0.36160189]]",2.0,7075,10.0
1084,1085,"[[1.84133173 0.27067607]
 [1.76686187 1.23570578]
 [1.92083915 0.0910047 ]
 [1.0951043  1.21499078]]",2.0,7075,10.0
1085,1086,"[[0.57030282 0.64089791]
 [0.75691021 1.77586346]
 [0.07451861 0.40473347]
 [0.11378786 1.59675402]]",2.0,7076,10.0
1086,1087,"[[1.01850272 0.68027526]
 [0.88781698 0.8642303 ]
 [1.40131594 0.40167855]
 [0.78109555 1.93455659]]",2.0,7078,11.0
1087,1088,"[[1.61480076 0.28475402]
 [1.21105297 1.79951083]
 [0.37694392 0.10945984]
 [0.97955549 0.77134115]]",2.0,7124,51.0
1088,1089,"[[0.42313573 1.07324762]
 [1.16956616 1.38396469]
 [0.91868722 1.53873559]
 [0.52314794 0.10676666]]",2.0,7128,53.0
1089,1090,"[[0.5295145  0.03984975]
 [1.58628577 0.17335625]
 [1.94442547 1.93577019]
 [1.19753781 0.68868703]]",2.0,7129,51.0
1090,1091,"[[1.25482365 1.72066483]
 [1.66019056 0.3659522 ]
 [1.91397576 1.14060347]
 [0.63368392 1.75544594]]",2.0,7137,13.0
1091,1092,"[[0.46035297 0.44565362]
 [1.19841592 1.88553063]
 [0.43258174 0.79144237]
 [1.30040838 1.01401686]]",2.0,7156,81.0
1092,1093,"[[0.58971205 1.96952608]
 [1.4565642  1.70782789]
 [1.18876212 0.84864104]
 [1.79465559 0.92757844]]",2.0,7165,9.0
1093,1094,"[[1.63341022 0.67316346]
 [1.7392114  0.49513001]
 [0.9574531  0.22376507]
 [1.89329848 1.39150853]]",2.0,7166,90.0
1094,1095,"[[0.96276598 1.20574692]
 [1.22820144 0.14187247]
 [0.89891302 1.92621327]
 [0.93021928 0.84542897]]",2.0,7166,92.0
1095,1096,"[[1.36602854 1.46116723]
 [0.19318228 0.10677197]
 [1.78214633 1.19416824]
 [0.07017602 0.20778012]]",2.0,7167,38.0
1096,1097,"[[1.10243907 1.52262301]
 [0.07594287 1.50666329]
 [0.70847444 2.0309981 ]
 [1.2291282  0.59155965]]",2.0,7168,31.0
1097,1098,"[[0.73165236 1.17621713]
 [1.67794679 1.13560269]
 [1.30377381 0.99912625]
 [1.93882527 1.69956719]]",2.0,7173,45.0
1098,1099,"[[0.39048666 1.89059284]
 [1.91398309 2.05003404]
 [0.36659976 1.15956742]
 [1.04351438 2.00872889]]",2.0,7178,13.0
1099,1100,"[[0.83541257 1.49404779]
 [0.65338801 1.64562965]
 [1.46685328 1.9491397 ]
 [1.59010427 1.83432609]]",2.0,7179,12.0
1100,1101,"[[0.79148884 0.8354258 ]
 [0.24762564 1.54189729]
 [0.65165442 1.70897257]
 [1.97135575 0.42710689]]",2.0,7180,12.0
1101,1102,"[[0.37392383 0.99365024]
 [0.73445123 0.08359142]
 [0.17953288 0.61164103]
 [0.65972314 1.64852428]]",2.0,7184,18.0
1102,1103,"[[1.92003735 0.79131054]
 [0.20956837 1.06842254]
 [1.42971755 0.1419349 ]
 [0.98560263 1.40215656]]",2.0,7184,18.0
1103,1104,"[[1.30432651 0.41515977]
 [0.03141822 0.13044775]
 [0.88738441 1.4244301 ]
 [1.59110067 1.41100329]]",2.0,7188,9.0
1104,1105,"[[0.74435305 0.23647314]
 [0.68816672 1.37974773]
 [1.24110428 1.21610132]
 [0.48513868 1.42613876]]",2.0,7189,11.0
1105,1106,"[[0.21815008 0.76302031]
 [1.83794806 0.59853307]
 [0.42332974 1.5687649 ]
 [1.12098295 1.9425231 ]]",2.0,7189,9.0
1106,1107,"[[0.97156104 1.0661182 ]
 [0.9498079  0.89849351]
 [0.06977361 0.23138801]
 [1.32218588 1.11792015]]",2.0,7189,16.0
1107,1108,"[[0.41407337 1.18534614]
 [0.5207465  0.33799515]
 [1.60408042 0.49306115]
 [0.62583787 1.51933743]]",2.0,7193,9.0
1108,1109,"[[0.2311894  0.32429902]
 [1.48947791 1.89526721]
 [0.76259831 1.67488394]
 [1.58205627 0.98233732]]",2.0,7193,9.0
1109,1110,"[[1.63989738 1.11191337]
 [1.92243556 2.04650583]
 [1.25849824 1.80795821]
 [1.58116044 0.18363887]]",2.0,7198,10.0
1110,1111,"[[2.00611756 1.6866285 ]
 [1.09865447 1.39720374]
 [1.98914582 0.16473467]
 [0.78223739 1.62314571]]",2.0,7199,10.0
1111,1112,"[[0.20625404 1.80146072]
 [1.19218884 1.04803539]
 [0.92302793 1.83478807]
 [0.33957505 0.15500635]]",2.0,7199,10.0
1112,1113,"[[0.84322351 0.70498785]
 [0.56878698 1.37647733]
 [1.1301332  2.02772975]
 [0.21960155 1.64507896]]",2.0,7199,10.0
1113,1114,"[[0.83495163 0.14722822]
 [1.02015862 0.06380486]
 [0.74665937 1.9343422 ]
 [0.51962781 1.27894141]]",2.0,7203,10.0
1114,1115,"[[0.99350477 0.11628405]
 [0.41052403 0.3740722 ]
 [1.66272289 1.94472441]
 [1.13430946 1.43724185]]",2.0,7220,27.0
1115,1116,"[[0.41264469 0.39760179]
 [0.41903448 1.43025767]
 [0.61160732 1.01433061]
 [1.25008693 1.50039277]]",2.0,7250,52.0
1116,1117,"[[0.9856494  1.32846011]
 [1.41405066 1.78783493]
 [0.21342916 0.21818861]
 [1.08036091 1.94784897]]",2.0,7258,59.0
1117,1118,"[[1.22602439 1.8779818 ]
 [0.05097119 0.98961477]
 [1.35561964 1.79245472]
 [0.72250389 1.26173254]]",2.0,7260,10.0
1118,1119,"[[1.89900623 0.2119894 ]
 [1.23123786 1.90033292]
 [0.63194001 1.53237553]
 [0.92034636 0.47683662]]",2.0,7264,44.0
1119,1120,"[[0.37159426 0.54278949]
 [0.61713656 0.37601556]
 [0.60291451 0.59670814]
 [1.04395738 1.07068936]]",2.0,7265,62.0
1120,1121,"[[0.7621563  1.02029592]
 [1.61797805 0.11102668]
 [1.23939714 0.82299029]
 [0.30040105 1.40620145]]",2.0,7267,68.0
1121,1122,"[[1.06613039 1.74728361]
 [1.92952598 0.46022457]
 [0.4235095  0.5774402 ]
 [1.417872   1.22243389]]",2.0,7268,69.0
1122,1123,"[[0.93568438 1.25572124]
 [0.05746833 0.74710793]
 [0.833073   0.46347954]
 [0.51190144 0.90436752]]",2.0,7279,21.0
1123,1124,"[[0.72035288 0.5937598 ]
 [0.53408254 1.73899101]
 [1.86090161 0.94810693]
 [2.00346811 1.1002203 ]]",2.0,7288,20.0
1124,1125,"[[0.80356767 0.39285622]
 [0.69262087 1.82175194]
 [1.33791804 0.84476741]
 [0.59351538 0.51512403]]",2.0,7289,22.0
1125,1126,"[[1.85436126 0.09119399]
 [0.933582   1.06865378]
 [0.74122908 1.75587946]
 [1.12795737 0.38592142]]",2.0,7289,10.0
1126,1127,"[[2.03118047 1.88322678]
 [0.65760648 0.84218026]
 [0.75585484 0.88804247]
 [1.49342388 1.72292131]]",2.0,7291,26.0
1127,1128,"[[1.88448966 1.94466885]
 [0.54449605 1.20076554]
 [0.19216179 1.11558403]
 [1.88145132 2.03621845]]",2.0,7295,31.0
1128,1129,"[[1.04604699 0.99585844]
 [0.71391757 1.76284977]
 [0.29214915 1.93368065]
 [1.66534117 0.60470157]]",2.0,7296,36.0
1129,1130,"[[1.67395629 0.83492188]
 [1.44434015 0.27623174]
 [0.73813838 1.7917767 ]
 [1.08133726 0.11977735]]",2.0,7304,16.0
1130,1131,"[[0.5105554  0.73499066]
 [1.05293731 1.10552573]
 [1.24282877 0.8314545 ]
 [1.78465243 2.03386347]]",2.0,7304,15.0
1131,1132,"[[1.62347716 0.49158636]
 [1.09997609 0.94996524]
 [1.53097164 1.53191893]
 [1.24762342 0.42194144]]",2.0,7304,9.0
1132,1133,"[[1.49646264 1.61371811]
 [0.53253415 1.68238606]
 [0.17928573 1.36291875]
 [0.99924778 1.54645875]]",2.0,7304,13.0
1133,1134,"[[0.57269011 0.92157945]
 [0.64873813 0.2337893 ]
 [1.84515741 0.56351364]
 [2.00320528 1.80314007]]",2.0,7305,16.0
1134,1135,"[[0.54557241 1.86499188]
 [1.69580437 1.87954661]
 [1.65449903 1.81554518]
 [1.6975791  1.86628909]]",2.0,7306,10.0
1135,1136,"[[1.10104751 0.48806896]
 [1.20325887 0.66033801]
 [1.30039132 1.45177997]
 [0.04843522 1.46444811]]",2.0,7314,9.0
1136,1137,"[[0.59825922 1.52664911]
 [1.42896273 1.38172633]
 [0.76882135 1.84456954]
 [0.78138522 0.12442855]]",2.0,7315,11.0
1137,1138,"[[0.87997497 1.7287181 ]
 [1.17605815 0.66509744]
 [0.82175444 0.50532296]
 [0.68963271 1.07964565]]",2.0,7316,12.0
1138,1139,"[[0.17712648 1.10167973]
 [1.29793557 1.85601901]
 [1.18044214 0.80372361]
 [0.50404913 0.59549695]]",2.0,7317,13.0
1139,1140,"[[1.03716455 0.8347315 ]
 [1.88633595 0.85687455]
 [0.62830076 1.11556309]
 [0.82503525 1.41093971]]",2.0,7325,11.0
1140,1141,"[[0.82665154 1.96173397]
 [1.50373424 1.83526558]
 [0.47503855 1.40262431]
 [1.59950444 0.58430133]]",2.0,7325,9.0
1141,1142,"[[1.0816535  0.27460023]
 [1.41811881 0.25887291]
 [1.67115136 1.72883485]
 [0.40162474 0.07219471]]",2.0,7326,9.0
1142,1143,"[[1.69416924 0.59958791]
 [1.4997944  1.47330244]
 [0.60079163 1.22237558]
 [0.54951955 0.92820778]]",2.0,7327,12.0
1143,1144,"[[1.67931038 0.11526345]
 [1.78136754 1.44744116]
 [1.22649855 1.10317739]
 [1.50680866 0.07476721]]",2.0,7327,23.0
1144,1145,"[[1.83753271 1.92300024]
 [1.48216371 0.3530919 ]
 [1.10327411 0.39682676]
 [1.72282372 1.84152541]]",2.0,7328,22.0
1145,1146,"[[0.24135973 1.17701577]
 [1.96748301 0.23248827]
 [0.07139727 1.64221714]
 [0.10467804 1.3348987 ]]",2.0,7354,27.0
1146,1147,"[[1.4363149  0.60444414]
 [0.75258632 1.37907232]
 [0.06570779 2.02824159]
 [0.71963792 1.2629741 ]]",2.0,7359,31.0
1147,1148,"[[0.31774416 1.38003824]
 [1.48348266 1.92169157]
 [0.38652262 1.87360894]
 [1.18067641 1.61200463]]",2.0,7359,34.0
1148,1149,"[[1.5552648  1.93887887]
 [1.24078685 1.19491317]
 [1.5411555  0.94149005]
 [0.65515566 0.58379064]]",2.0,7372,47.0
1149,1150,"[[1.24187465 1.6144    ]
 [0.29833494 0.77066091]
 [0.65450378 1.4267084 ]
 [0.69036559 0.17213182]]",2.0,7372,45.0
1150,1151,"[[1.69111982 1.23344078]
 [0.50930073 0.9011976 ]
 [0.72884757 1.02335395]
 [0.86415718 1.06439956]]",2.0,7377,51.0
1151,1152,"[[1.54699038 1.65728112]
 [1.25017183 2.02287724]
 [1.5072257  1.78832379]
 [0.10200839 0.22551297]]",2.0,7379,20.0
1152,1153,"[[0.92492507 0.45798709]
 [1.22561962 0.27759478]
 [1.46088572 0.6558393 ]
 [1.26628554 0.74822737]]",2.0,7381,22.0
1153,1154,"[[0.85288625 0.85245365]
 [0.54356781 0.78086104]
 [0.49543556 1.24615301]
 [1.35752273 1.40269627]]",2.0,7382,10.0
1154,1155,"[[0.61021715 1.42921105]
 [0.63488094 0.06444795]
 [1.92345389 1.47483281]
 [1.93926326 0.49800355]]",2.0,7382,28.0
1155,1156,"[[0.93249124 0.9516945 ]
 [1.65705071 1.33257326]
 [1.54239861 1.97925121]
 [1.32929213 1.84600965]]",2.0,7383,11.0
1156,1157,"[[0.79232179 1.30487836]
 [1.25206251 1.93349859]
 [1.43285493 1.73454939]
 [0.37116864 1.27172436]]",2.0,7413,36.0
1157,1158,"[[1.85141267 1.62603411]
 [1.96883947 0.29201748]
 [1.909909   0.84997457]
 [0.87567759 0.16946895]]",2.0,7506,127.0
1158,1159,"[[0.83727977 0.31773312]
 [0.33604597 1.99545033]
 [0.65380479 0.11483488]
 [0.43062966 0.28962122]]",2.0,7511,128.0
1159,1160,"[[1.22972366 1.44972416]
 [0.93791207 0.12776786]
 [1.91778397 0.4460128 ]
 [1.23949266 1.06953995]]",2.0,7514,133.0
1160,1161,"[[1.35124025 0.91069396]
 [1.24517657 0.92605402]
 [0.67306022 1.9329057 ]
 [0.25266426 0.76389936]]",2.0,7515,133.0
1161,1162,"[[1.81368642 0.85051409]
 [1.65343451 1.82760266]
 [0.38458864 1.09141602]
 [0.64357187 0.11824759]]",2.0,7542,129.0
1162,1163,"[[0.57903827 0.77879105]
 [1.8011038  1.9925751 ]
 [1.82085611 0.93498834]
 [0.99182811 1.56051374]]",2.0,7546,164.0
1163,1164,"[[1.0959389  0.79464477]
 [0.19731044 1.94486834]
 [1.39881537 1.96801462]
 [1.23157691 1.56074784]]",2.0,7560,45.0
1164,1165,"[[1.33582789 0.81118119]
 [1.19036659 1.55323337]
 [0.51476923 1.76792318]
 [0.25890879 1.93478798]]",2.0,7564,50.0
1165,1166,"[[0.89962397 1.65900253]
 [0.16383792 0.17442307]
 [0.2711228  0.36515365]
 [0.06381101 2.00751676]]",2.0,7564,58.0
1166,1167,"[[2.00144869 0.06004098]
 [0.04875224 0.97061863]
 [1.83847031 0.7599745 ]
 [1.04134735 1.66439386]]",2.0,7571,60.0
1167,1168,"[[1.46939559 1.58906945]
 [2.01203877 0.51910147]
 [0.5933178  1.02992769]
 [0.56070538 1.75315525]]",2.0,7581,39.0
1168,1169,"[[0.21140105 1.47223402]
 [0.71827363 0.85923361]
 [0.86609761 1.05551086]
 [0.59559959 0.67061368]]",2.0,7582,11.0
1169,1170,"[[0.73491613 1.13409311]
 [0.13927754 1.61719135]
 [0.47573996 0.23497466]
 [1.21622916 0.67280569]]",2.0,7582,36.0
1170,1171,"[[1.76198192 0.76380262]
 [0.60142965 0.71368551]
 [0.67666298 1.84861426]
 [1.25274154 2.03351237]]",2.0,7583,23.0
1171,1172,"[[0.25343125 0.94343307]
 [1.63303469 0.36328917]
 [1.3381872  0.60148815]
 [0.14261131 1.04810083]]",2.0,7648,84.0
1172,1173,"[[0.30380387 1.75141073]
 [0.87314646 1.52697049]
 [1.65702844 0.18824324]
 [0.67848115 0.32720249]]",2.0,7649,85.0
1173,1174,"[[0.74512675 1.11792197]
 [1.01590107 1.34322135]
 [1.21654674 1.62473995]
 [1.99615186 0.88436472]]",2.0,7657,75.0
1174,1175,"[[1.5256902  1.76850973]
 [1.24122494 1.4852922 ]
 [1.92737736 0.41952092]
 [1.92574723 1.42454417]]",2.0,7657,9.0
1175,1176,"[[0.44011008 1.59498737]
 [0.53489817 0.10380712]
 [0.28728068 1.11182757]
 [0.54027657 1.11755788]]",2.0,7658,76.0
1176,1177,"[[1.13728035 0.15074549]
 [1.67281864 1.10320749]
 [0.81994684 0.85378237]
 [0.36373171 1.38219288]]",2.0,7658,9.0
1177,1178,"[[0.75947714 0.86773001]
 [1.68675049 1.02149842]
 [1.84515483 0.50598435]
 [1.97814563 1.39337003]]",2.0,7658,77.0
1178,1179,"[[0.19147377 0.29731681]
 [1.58416748 0.96923218]
 [1.61770987 1.97815792]
 [1.91394818 1.40962967]]",2.0,7659,76.0
1179,1180,"[[1.07902232 0.25533357]
 [0.43499669 0.08548231]
 [0.69388924 0.64794981]
 [1.38317955 1.76097538]]",2.0,7666,9.0
1180,1181,"[[0.66691616 1.49172694]
 [0.66008211 0.97285301]
 [0.51959306 0.22707137]
 [1.58543218 1.02254772]]",2.0,7666,9.0
1181,1182,"[[0.16521601 0.89168721]
 [0.24479661 1.85709366]
 [0.38803537 0.67111304]
 [1.29437444 0.41145495]]",2.0,7667,9.0
1182,1183,"[[0.55942335 0.13050533]
 [1.81511325 0.1752739 ]
 [1.14906212 1.73493361]
 [0.10938012 0.77893915]]",2.0,7667,9.0
1183,1184,"[[0.47096233 1.35657323]
 [0.31286769 0.41302444]
 [0.70333728 0.24118901]
 [1.62327476 0.50585021]]",2.0,7668,9.0
1184,1185,"[[1.35430817 0.6751778 ]
 [0.38066664 1.11210884]
 [1.78514318 0.23453133]
 [1.45795233 1.80745592]]",2.0,7668,10.0
1185,1186,"[[1.74808918 1.53684145]
 [1.84353595 1.77368078]
 [1.4343453  1.76804102]
 [0.43358972 1.70728974]]",2.0,7676,8.0
1186,1187,"[[1.27691652 1.25744085]
 [0.48920072 0.65998854]
 [0.48389234 0.81974414]
 [1.98720144 1.14483273]]",2.0,7677,9.0
1187,1188,"[[1.61953753 0.83483883]
 [1.38406776 2.02996518]
 [0.7304719  1.06716013]
 [1.51525697 0.58475597]]",2.0,7677,10.0
1188,1189,"[[0.26817134 0.72802583]
 [1.09863894 0.29940965]
 [0.97073004 1.08037862]
 [0.82302621 0.64666859]]",2.0,7677,11.0
1189,1190,"[[0.92008556 1.03873866]
 [1.5275722  1.71727656]
 [0.627706   0.54346343]
 [1.13826635 1.03420484]]",2.0,7678,12.0
1190,1191,"[[0.54246015 1.3681206 ]
 [1.53182168 0.27790823]
 [0.2604341  0.62448252]
 [1.25840307 0.53746695]]",2.0,7680,13.0
1191,1192,"[[0.53863226 1.42003578]
 [0.296643   0.44850574]
 [0.69404097 0.61396343]
 [0.86300905 1.08623684]]",2.0,7689,13.0
1192,1193,"[[1.96132257 0.18221058]
 [1.1835181  0.4440899 ]
 [0.45483033 0.67947297]
 [0.65767826 0.54537014]]",2.0,7690,13.0
1193,1194,"[[1.32188662 1.08881311]
 [1.42278343 0.17563179]
 [1.4656186  1.56078973]
 [0.07243744 0.33060365]]",2.0,7692,15.0
1194,1195,"[[1.69573196 0.67975274]
 [0.14037137 1.42438502]
 [0.99842015 1.31127986]
 [1.08010168 0.76273563]]",2.0,7716,38.0
1195,1196,"[[0.33165685 1.1220851 ]
 [0.37415458 1.82891169]
 [0.56614042 0.18380159]
 [0.64498821 0.25732814]]",2.0,7725,45.0
1196,1197,"[[1.89270526 0.0632024 ]
 [1.09208023 1.41905176]
 [0.07699649 0.67888919]
 [1.23516265 1.03423362]]",2.0,7725,33.0
1197,1198,"[[1.58429159 0.9506727 ]
 [1.66364379 1.59890336]
 [0.90481937 0.52439989]
 [0.81620896 0.95617026]]",2.0,7726,10.0
1198,1199,"[[0.12499615 1.59177583]
 [0.21788755 0.35835313]
 [1.0196013  1.72077342]
 [0.81372269 1.3647829 ]]",2.0,7726,37.0
1199,1200,"[[0.76110903 1.40601436]
 [1.29631595 0.58522634]
 [1.19685774 1.84681007]
 [1.72996731 1.21443582]]",2.0,7726,49.0
1200,1201,"[[1.04527688 1.24469795]
 [0.39551775 1.52253904]
 [0.26157048 1.3675761 ]
 [0.03049821 1.82033796]]",2.0,7728,38.0
1201,1202,"[[1.54173437 1.56030643]
 [0.96767669 2.23078518]
 [0.89330845 1.39984851]
 [0.64200421 2.74873027]]",1.0,8225,500.0
1202,1203,"[[1.64501806 2.03893006]
 [1.28172273 2.25965123]
 [0.93505314 1.71585455]
 [1.11535584 3.04367814]]",0.5,8225,500.0
1203,1204,"[[1.79260102 2.12372165]
 [1.4378987  2.34611611]
 [1.08126829 1.95549765]
 [1.15647121 3.07108084]]",0.25,8226,500.0
1204,1205,"[[1.90935169 2.15472974]
 [1.47744388 2.40406651]
 [1.09008412 2.04376716]
 [1.16032195 3.19309497]]",0.125,8226,500.0
1205,1206,"[[1.94770357 2.18829108]
 [1.48921774 2.44115691]
 [1.11053967 2.08746891]
 [1.19294611 3.2499535 ]]",0.0625,8226,500.0
