number_of_episodes,weight_history,noise_history,number_of_steps,perf_tracker
1091,"[[0.98572034 1.54148851]
 [1.4837419  1.7985945 ]
 [2.1137722  2.85451142]
 [1.7433704  2.03083268]]",0.0001,50040,500.0
1092,"[[0.98573356 1.54150979]
 [1.48380765 1.79861502]
 [2.11380502 2.85452192]
 [1.74346152 2.03090322]]",0.0001,50040,500.0
1093,"[[0.98576455 1.54160884]
 [1.48383871 1.79869499]
 [2.11382483 2.85453283]
 [1.74347274 2.03098139]]",0.0001,50041,500.0
1094,"[[0.98580286 1.54166214]
 [1.48388487 1.79870717]
 [2.11387044 2.8545746 ]
 [1.74348548 2.03099997]]",0.0001,50041,500.0
1095,"[[0.98585042 1.54173579]
 [1.48389211 1.79878382]
 [2.11387465 2.85461852]
 [1.74357153 2.0310396 ]]",0.0001,50041,500.0
1096,"[[0.98587407 1.54179875]
 [1.48394684 1.79880276]
 [2.11395009 2.85470911]
 [1.74366872 2.03107532]]",0.0001,50042,500.0
1097,"[[0.98596061 1.5418201 ]
 [1.4840019  1.79884113]
 [2.1140193  2.85479903]
 [1.7437024  2.0311678 ]]",0.0001,50043,500.0
1098,"[[0.98602607 1.54183044]
 [1.48405461 1.79890416]
 [2.11405882 2.85481134]
 [1.74373579 2.03126715]]",0.0001,50043,500.0
1099,"[[0.986097   1.54192197]
 [1.48407364 1.79897895]
 [2.11406596 2.85481823]
 [1.74374319 2.03129607]]",0.0001,50536,500.0
1100,"[[0.98613367 1.54199373]
 [1.48414668 1.79906666]
 [2.11408908 2.85483142]
 [1.74376895 2.03139591]]",0.0001,50538,500.0
1101,"[[0.98618579 1.54203851]
 [1.48416537 1.79915713]
 [2.11413985 2.85490291]
 [1.74380044 2.03144815]]",0.0001,50540,500.0
1102,"[[0.98618877 1.54207432]
 [1.48424212 1.7991882 ]
 [2.11416894 2.85491638]
 [1.74383321 2.03151044]]",0.0001,50540,500.0
1103,"[[0.98624397 1.54209801]
 [1.48433977 1.79921061]
 [2.11425775 2.85498749]
 [1.74388986 2.03151843]]",0.0001,50541,500.0
1104,"[[0.98631102 1.54215871]
 [1.48442859 1.7992924 ]
 [2.11426759 2.85500642]
 [1.74395618 2.03151918]]",0.0001,50541,500.0
1105,"[[0.98632209 1.54217224]
 [1.48451859 1.79938714]
 [2.1142943  2.8550468 ]
 [1.74404308 2.03154932]]",0.0001,50541,500.0
1106,"[[0.98641845 1.54218273]
 [1.48453388 1.79938748]
 [2.11432711 2.85507439]
 [1.74406368 2.03159879]]",0.0001,50542,500.0
1107,"[[0.98649325 1.54223421]
 [1.48454843 1.79942457]
 [2.11441377 2.85511092]
 [1.74411604 2.03166052]]",0.0001,50543,500.0
1108,"[[0.98659202 1.54232715]
 [1.48460415 1.79945833]
 [2.11443826 2.85519185]
 [1.74411784 2.03170312]]",0.0001,50543,500.0
1109,"[[0.98663462 1.54232874]
 [1.48465616 1.79947549]
 [2.11447026 2.85520448]
 [1.74413257 2.03170337]]",0.0001,51036,500.0
1110,"[[0.98666055 1.54234698]
 [1.48473395 1.79954493]
 [2.11451119 2.85523231]
 [1.74421754 2.03175262]]",0.0001,51038,500.0
1111,"[[0.98676024 1.54239191]
 [1.48482043 1.79961427]
 [2.11457661 2.85524504]
 [1.7442763  2.03175597]]",0.0001,51040,500.0
1112,"[[0.98679593 1.54242633]
 [1.48487093 1.79966348]
 [2.11461081 2.85528021]
 [1.74432542 2.03176256]]",0.0001,51040,500.0
1113,"[[0.98681536 1.54250395]
 [1.48487677 1.79974359]
 [2.11470868 2.85535546]
 [1.74434749 2.03185984]]",0.0001,51041,500.0
1114,"[[0.98688347 1.5425324 ]
 [1.48497496 1.79981985]
 [2.11475131 2.85536154]
 [1.74438085 2.0318934 ]]",0.0001,51041,500.0
1115,"[[0.98689727 1.54262528]
 [1.48507426 1.79991763]
 [2.11480178 2.85542676]
 [1.74441631 2.03196969]]",0.0001,51041,500.0
